#Reps,MilaLexiconPointer,Undotted,POS
2,0,פגינים,properName
2,0,פדקס,properName
2,0,פוגרום,properName
2,0,פולאיפל,properName
2,0,פולוצקי,properName
2,0,פוליאון,properName
2,0,פוליטית',properName
2,0,פולקלור,properName
2,0,פולשניים,properName
2,0,פומפידו,properName
2,0,פונטו,properName
2,0,פוניבץ',properName
2,0,פופ,properName
2,0,פופוליטיקה,properName
2,0,פופוליסטי,properName
2,0,פופולרים,properName
2,0,פורבס,properName
2,0,פוריים,properName
2,0,פורמנד,properName
2,0,פורצ'ן,properName
2,0,פורקצ'ה,properName
2,0,פורקצ'יה,properName
2,0,פז.,properName
2,0,פח.,properName
2,0,פחמימנים,properName
2,0,פטאקי,properName
2,0,פטנגון,properName
2,0,פטרזיל,properName
2,0,פי.,properName
2,0,פיאד,properName
2,0,פיגארו,properName
2,0,פיוגע,properName
2,0,פיורקו,properName
2,0,פיזיותרפיסטית,properName
2,0,פיזיקאליות,properName
2,0,פיטאיה,properName
2,0,פיטלסון,properName
2,0,פיטמן,properName
2,0,פייטנים,properName
2,0,פיילר,properName
2,0,פייננשל,properName
2,0,פיינשטיין,properName
2,0,פייראר,properName
2,0,פילדפלי,properName
2,0,פינושה,properName
2,0,פינטוב,properName
2,0,פינלקשטיין,properName
2,0,פיננשל,properName
2,0,פינצ'וק,properName
2,0,פיקוס,properName
2,0,פישפדר,properName
2,0,פלאזה,properName
2,0,פלביוס,properName
2,0,פלדבלום,properName
2,0,פלוביוגרף,properName
2,0,פלוטוניום,properName
2,0,פלורליזם,properName
2,0,פלורסהיימר,properName
2,0,פלזה,properName
2,0,"פל""י",properName
2,0,פלילייים,properName
2,0,פלסטיין,properName
2,0,פלפון,properName
2,0,פלקל,properName
2,0,פלקסר,properName
2,0,פלשטינית,properName
2,0,פלשתיין,properName
2,0,פמינסטיות,properName
2,0,פנגולין,properName
2,0,פנסיוני,properName
2,0,פנסיוניים,properName
2,0,פסאט,properName
2,0,פסטינגר,properName
2,0,פסטרנק,properName
2,0,פסיכו,properName
2,0,פסיכוסוציאלי,properName
2,0,פסלר,properName
2,0,פסמן,properName
2,0,"פצמר""ים",properName
2,0,פצמרים,properName
2,0,פראטו,properName
2,0,פראמדיק,properName
2,0,פראמדיקים,properName
2,0,פראנסואה,properName
2,0,פרבשטיין,properName
2,0,פרג'ד,properName
2,0,פרדג',properName
2,0,פרדריק,properName
2,0,פרהגנה,properName
2,0,פרובקציות,properName
2,0,פרוגרסיבי,properName
2,0,פרודוקטיבית,properName
2,0,פרווז,properName
2,0,פרוטרום,properName
2,0,פרופיליו,properName
2,0,פרופרצינלית,properName
2,0,פרידלנד,properName
2,0,פריטטית,properName
2,0,פרייליכמן,properName
2,0,פריימיז,properName
2,0,פרילי,properName
2,0,פרימאק,properName
2,0,פריקלס,properName
2,0,פרלשטיין,properName
2,0,פרננדס,properName
2,0,פרנקפורטר,properName
2,0,פרסביטריאנית,properName
2,0,פרסומי,properName
2,0,פרסטר,properName
2,0,פשוטו,properName
2,0,פשטו,properName
2,0,פשטון,properName
2,0,פשלתינים,properName
2,0,פשקווילים,properName
2,0,פשקוילים,properName
2,0,פתאטי,properName
2,0,פתוות,properName
2,0,פתולוגיות,properName
2,0,פתטית,properName
2,0,צ'או,properName
2,0,צ'אווז,properName
2,0,צ'אוצ'סקו,properName
2,0,צ'אנס,properName
2,0,צארי,properName
2,0,צהוריים,properName
2,0,צ'ו,properName
2,0,צוג,properName
2,0,צוייג,properName
2,0,צונתגו,properName
2,0,צ'ופצ'ה,properName
2,0,צוקרברג,properName
2,0,צ'זמה,properName
2,0,צ'ט,properName
2,0,צטארלי,properName
2,0,ציאם,properName
2,0,צ'יאנה,properName
2,0,ציאניד,properName
2,0,ציגרון,properName
2,0,ציונות',properName
2,0,ציוניסטית,properName
2,0,צ'יזיק,properName
2,0,צייג,properName
2,0,צייטלין,properName
2,0,צ'ילי,properName
2,0,צילצול,properName
2,0,צימאון,properName
2,0,צ'יקו,properName
2,0,צלופן,properName
2,0,צ'ם,properName
2,0,צ'מברליין,properName
2,0,"צמ""ה",properName
2,0,צמנט,properName
2,0,צנחניות,properName
2,0,צנטריפוגות,properName
2,0,צפא,properName
2,0,צפרא,properName
2,0,צריפין,properName
2,0,צ'רנוביל,properName
2,0,צ'רנומירדין,properName
2,0,צרפתה,properName
2,0,צרפתייה,adjective
2,0,צ'רקסיה,properName
2,0,ק,properName
2,0,קאדפי,properName
2,0,קאהן,properName
2,0,קאזינו,properName
2,0,קאיפנג,properName
2,0,קאנאל,properName
2,0,קאנדאהר,properName
2,0,קאסמיים,properName
2,0,קארלו,properName
2,0,קבטייה,properName
2,0,"קבטי""ם",properName
2,0,"קב""ן",properName
2,0,קדוסי,properName
2,0,קדימון,properName
2,0,קדמא,properName
2,0,קובאני,properName
2,0,קובורג,properName
2,0,קוברינסקי,properName
2,0,קוואן,properName
2,0,קווינט,properName
2,0,קווקז,properName
2,0,קוזאק,properName
2,0,קוטה,properName
2,0,קוטלרסקי,properName
2,0,קולומבוס,properName
2,0,קולטן,properName
2,0,קולטנים,properName
2,0,קוצק,properName
2,0,קוקאנד,properName
2,0,קוקס,properName
2,0,קורדובה,properName
2,0,קורדינאלי,properName
2,0,קורול,properName
2,0,קורנפלקס,properName
2,0,קז'ימיז',properName
2,0,קז'ימיש,properName
2,0,קטיגור,properName
2,0,קטיע,properName
2,0,קטלניותם,properName
2,0,קטמבילה,properName
2,0,קטסטרופאלי,properName
2,0,קטקומנאלית,properName
2,0,קטרי,properName
2,0,קיברנטיות,properName
2,0,קיד,properName
2,0,קידווה,properName
2,0,קיטורית,properName
2,0,קייאסי,properName
2,0,קייט,properName
2,0,קייץ,properName
2,0,קילומטרית,properName
2,0,קילוקלוריות,properName
2,0,קיני,properName
2,0,קינקי,properName
2,0,קירגיזי,properName
2,0,קירגיסטאן,properName
2,0,קירקילן,properName
2,0,קישלה,properName
2,0,קיתונות,properName
2,0,קלגסבלד,properName
2,0,קלורי,properName
2,0,קליגולה,properName
2,0,קליינשטיין,properName
2,0,קלינים,properName
2,0,קליפ,properName
2,0,קליקת,properName
2,0,קלסנוואה,properName
2,0,קמא,properName
2,0,"קמב""ץ",properName
2,0,קמפף,properName
2,0,קנאטיר,properName
2,0,קנביס,properName
2,0,קנולר,properName
2,0,קנטון,properName
2,0,קסטינה,properName
2,0,קסינגשנג,properName
2,0,קסלמן,properName
2,0,קסלר,properName
2,0,קסנון,properName
2,0,קעאדה,properName
2,0,קעקור,properName
2,0,קפי,properName
2,0,קפיטולינה,properName
2,0,קפקאי,properName
2,0,"קצא""א",properName
2,0,קצ'ואה,properName
2,0,קר.,properName
2,0,קראווילה,properName
2,0,קראוילות,properName
2,0,קראן,properName
2,0,קרבין,properName
2,0,קרגל,properName
2,0,קרווילה,properName
2,0,קרוילות,properName
2,0,קרופ,properName
2,0,קרזן,properName
2,0,קריוסט,properName
2,0,קרייסקי,properName
2,0,קרסיק,properName
2,0,קרקטורת,properName
2,0,קרקל,properName
2,0,קשוב,properName
2,0,קתרין,properName
2,0,ראב,properName
2,0,ראבאני,properName
2,0,"ראב""ד",properName
2,0,ראבו,properName
2,0,ראג'וב,properName
2,0,ראג'יב,properName
2,0,ראוים,properName
2,0,ראטון,properName
2,0,ראלב,properName
2,0,ראמין,properName
2,0,ראני,properName
2,0,ראשד,properName
2,0,רבהון,properName
2,0,רבינסקי,properName
2,0,רביקוביץ,properName
2,0,רבעוני,properName
2,0,רבשקה,properName
2,0,רג'אר,properName
2,0,רגו'ב,properName
2,0,רגוב,properName
2,0,רג'נסי,properName
2,0,רג'ר,properName
2,0,רדברוך,properName
2,0,רדזינקו,properName
2,0,רדיואקטיבית,properName
2,0,רדיולוגית,properName
2,0,רדיופונית,properName
2,0,רדינג,properName
2,0,רדל,properName
2,0,רדת,properName
2,0,רובינס,properName
2,0,רוביקון,properName
2,0,רוג,properName
2,0,רווזיוניסטית,properName
2,0,רוורס,properName
2,0,רוזונפלד,properName
2,0,רוחות',properName
2,0,רולמה,properName
2,0,רומל,properName
2,0,רוסטוב,properName
2,0,רוקחיות,properName
2,0,רזייה,properName
2,0,רזלה,properName
2,0,רחים,properName
2,0,"רח""ל",properName
2,0,ריאן,properName
2,0,ריביזיה,properName
2,0,ריבנטרופ,properName
2,0,ריבצ'וק,properName
2,0,ריגשית,properName
2,0,ריו,properName
2,0,ריזק,properName
2,0,רייטינג',properName
2,0,רייכסטאג,properName
2,0,ריינה,properName
2,0,"רי""מ",properName
2,0,רינו,properName
2,0,ריסבורג,properName
2,0,ריפקין,properName
2,0,ריקאז,properName
2,0,ריקודגלים,properName
2,0,ריקמת,properName
2,0,רישיונות',properName
2,0,רישתית,properName
2,0,רלבנטיות,properName
2,0,רלבנטית,properName
2,0,רלף,properName
2,0,ר.מ,properName
2,0,רמאדן,properName
2,0,רנטיסי,properName
2,0,רנרט,properName
2,0,רנתיס,properName
2,0,רע',properName
2,0,רעלני,properName
2,0,"רע""ם",properName
2,0,רעמסס,properName
2,0,רפטינג,properName
2,0,רפידים,properName
2,0,רפיעה,properName
2,0,רפסנג`אני,properName
2,0,רצחת,properName
2,0,רציונלית,properName
2,0,רקובסקי,properName
2,0,"ררנ""טים",properName
2,0,"ר""ש",properName
2,0,רשאים,properName
2,0,רשוי,properName
2,0,רתכות,properName
2,0,רתעתית,properName
2,0,שאיזו,properName
2,0,שאיפיינו,properName
2,0,שאראפת,properName
2,0,שארותם,properName
2,0,שארפלס,properName
2,0,שבאכ,properName
2,0,"שבד""כ",properName
2,0,שבהתיחסות,properName
2,0,שביכלתם,properName
2,0,שבכליהם,properName
2,0,שבלאס,properName
2,0,שבמלייה,properName
2,0,"שבסה""כ",properName
2,0,שבצריפין,properName
2,0,שברולט,properName
2,0,שבשאנור,properName
2,0,ש.ג,properName
2,0,שגובהה,properName
2,0,שג'וליאני,properName
2,0,שגעון,properName
2,0,שגריריות,properName
2,0,שד.,properName
2,0,שהאדא,properName
2,0,שהאוירה,properName
2,0,שההנתקות,properName
2,0,שהידה,properName
2,0,"שה""מ",properName
2,0,שהסמיכוהו,properName
2,0,שהצפי,properName
2,0,שואן,properName
2,0,שואעי,properName
2,0,שוגולוב,properName
2,0,שוויתר,properName
2,0,שומו,properName
2,0,שומורן,properName
2,0,שומשמין,properName
2,0,שונצינו,properName
2,0,שוסהיים,properName
2,0,שוקחה,properName
2,0,שוקין,properName
2,0,שורא,properName
2,0,שורגי,properName
2,0,שזיכני,properName
2,0,"שז""ר",properName
2,0,"ש""ח)",properName
2,0,שחפתי,properName
2,0,שטאדה,properName
2,0,שטבהולץ,properName
2,0,שטואר,properName
2,0,שטופול,properName
2,0,שטיחונים,properName
2,0,שטייטל,properName
2,0,שטמפפר,properName
2,0,שטנגר,properName
2,0,שטרומזה,properName
2,0,שטרית',properName
2,0,שטרכמן,properName
2,0,שטרלינג,properName
2,0,שי.,properName
2,0,שיבונו,properName
2,0,שיהא,properName
2,0,שיהאב,properName
2,0,שיטים,properName
2,0,שיטין,properName
2,0,שייזכו,properName
2,0,שייעדיה,properName
2,0,שייתקיימו,properName
2,0,שיכנוע,properName
2,0,שינדלר,properName
2,0,שינפלד,properName
2,0,שיפוטיות,properName
2,0,שיפוטיים,properName
2,0,שיצילנו,properName
2,0,שיראז,properName
2,0,שכפאם,properName
2,0,"שלו""ה",properName
2,0,שלולאר,properName
2,0,שלומאליות,properName
2,0,שלינץ',properName
2,0,שלמון,properName
2,0,שמדחת,properName
2,0,שמולביץ,properName
2,0,שמוש,properName
2,0,שמילוב,properName
2,0,שמימיש,properName
2,0,שמלאשווילי,properName
2,0,שמממה,properName
2,0,שמנת',properName
2,0,שמעונינים,properName
2,0,שמפו,properName
2,0,שמפניה,properName
2,0,שנוולד,properName
2,0,שניספו,properName
2,0,שניתלו,properName
2,0,שנתים,properName
2,0,ש''ס,properName
2,0,שעור,properName
2,0,שעזאם,properName
2,0,שעליהבנה,properName
2,0,שעשגז,properName
2,0,שעשוייה,adjective
2,0,"שפד""ן",properName
2,0,שפובלוב,properName
2,0,"שפ""י",properName
2,0,שפכין,properName
2,0,שפלוני,properName
2,0,שפת,properName
2,0,שקדיתא,properName
2,0,שקטק,properName
2,0,שקיני,properName
2,0,שקשובה,properName
2,0,שרדונה,properName
2,0,שתוצאותה,properName
2,0,שתישא,properName
2,0,שתמשך,properName
2,0,שתשדרים,properName
2,0,שתתחום,properName
2,0,תאוריות,properName
2,0,תאות,properName
2,0,תאטרונים,properName
2,0,תגאתי,properName
2,0,"תג""ד",properName
2,0,תגרם,properName
2,0,תדי,properName
2,0,תהדיה,properName
2,0,תהדייה,properName
2,0,תהלים,properName
2,0,"תה""ש",properName
2,0,תוהמי,properName
2,0,תופיק,properName
2,0,תחבולתיות,properName
2,0,תחבורתית,properName
2,0,תחיבויותיה,properName
2,0,תחייבות',properName
2,0,תחתא,properName
2,0,תיאורטיים,properName
2,0,תיאטרונית,properName
2,0,תידלוק,properName
2,0,תיזדקק,properName
2,0,תיחור,properName
2,0,תיחסות,properName
2,0,תייל,properName
2,0,תייסיר,properName
2,0,תיירני,properName
2,0,תיירנים,properName
2,0,תיישבות',properName
2,0,תיישבותיים,properName
2,0,תיישרה,properName
2,0,תיעדהתקפה,properName
2,0,תיקרות,properName
2,0,תיקשוב,properName
2,0,תירא,properName
2,0,תכלל,properName
2,0,תכנוניות,properName
2,0,תכנע,properName
2,0,תלטק,properName
2,0,"תל""ם",properName
2,0,תלתליות,properName
2,0,תם.,properName
2,0,תנדבותיים,properName
2,0,תנועתית,properName
2,0,תניא,properName
2,0,תענך,properName
2,0,תעצר,properName
2,0,תעש,properName
2,0,תפגש,properName
2,0,תפוצציות,properName
2,0,תפתר,properName
2,0,תקוה,properName
2,0,תקותנו,properName
2,0,תקשורת',properName
2,0,תרדיון,properName
2,0,תרומות',properName
2,0,תרקומיה,properName
2,0,תרש,properName
2,0,"תשב""י",properName
2,0,תשובים,properName
2,0,תשולו,properName
2,0,תשועת,properName
2,0,ת'שמע,properName
2,0,תתתנה,properName
2,10020,תבשיל,noun
2,10028,קיהל,participle:verb
2,10028,קיהל,verb
2,10030,פליקס,properName
2,10037,זומר,verb
2,10060,מאוהב,adjective
2,10070,חוקה,verb
2,10075,נדחק,participle:adjective
2,10079,גבן,noun
2,10097,נרדף,participle:verb
2,10101,חלחלה,noun
2,10102,חבל,participle:adjective
2,10134,נאיף,properName
2,10137,איכל,participle:adjective
2,10137,איכל,participle:verb
2,10142,התרגל,participle:noun
2,10232,התרצה,verb
2,10233,עניבה,noun
2,10241,לובן,verb
2,10278,רצחנות,noun
2,1027,מרעה,noun
2,10292,רדה,verb
2,102,זקיק,noun
2,10312,ערוב,noun
2,10351,התחשק,participle:verb
2,10358,טלפן,noun
2,10364,רטט,noun
2,10367,שתק,participle:adjective
2,10376,דהרה,noun
2,10392,התנדנד,verb
2,10400,פוצל,participle:adjective
2,1042,שונה,participle:adjective
2,10450,שיער,participle:noun
2,10478,סובין,noun
2,10484,ריבע,participle:noun
2,10489,פש,participle:noun
2,10494,יצק,verb
2,10513,פיתה,participle:verb
2,1051,נתקל,participle:adjective
2,10525,רחץ,participle:adjective
2,10525,רחץ,participle:noun
2,10528,הדממה,noun
2,10535,ארד,noun
2,10540,סנדוויץ',noun
2,10543,השתיק,participle:verb
2,10586,זגוגית,noun
2,10608,קייל,properName
2,10610,שמינייה,noun
2,10612,חגב,noun
2,10614,קלנסואה,properName
2,10633,פסע,verb
2,10643,הצטלקות,noun
2,10649,עופרי,properName
2,10651,קישט,verb
2,10687,נווד,noun
2,10695,ליר,properName
2,10701,בושם,verb
2,10702,הארה,noun
2,10707,משפטנית,noun
2,10726,אוכלס,verb
2,1073,דבלין,properName
2,10741,שזיף,noun
2,10750,דגלן,noun
2,10768,הכרתה,noun
2,10784,חייך,participle:verb
2,10832,הושתל,participle:verb
2,10843,רחלה,properName
2,10862,הפחיד,participle:adjective
2,10864,הופק,participle:adjective
2,10870,התערבב,verb
2,10876,סיקר,participle:adjective
2,10876,סיקר,participle:noun
2,10893,נאנק,participle:verb
2,10895,טוגו,properName
2,10899,פלפול,noun
2,108,זמביה,properName
2,10912,קפיץ,noun
2,10953,הכווין,verb
2,10958,איגד,participle:adjective
2,10959,כיבה,participle:adjective
2,10964,הורשע,participle:verb
2,10969,תלם,properName
2,10973,חיפאי,adjective
2,10984,כרית,noun
2,10985,הגזים,participle:verb
2,10990,מפץ,noun
2,10997,עובה,verb
2,10999,תקליט,noun
2,11013,התחבא,participle:noun
2,11034,נהנה,participle:adjective
2,11050,אנין,adjective
2,11055,אתגר,participle:adjective
2,11055,אתגר,participle:verb
2,11076,הצעיר,participle:noun
2,1108,נעקר,participle:adjective
2,11099,עמינדב,properName
2,110,הושפל,participle:verb
2,11105,נדכא,adjective
2,11122,נחצב,verb
2,11139,איות,noun
2,11154,התגדל,verb
2,11158,פותל,participle:noun
2,11184,מוסד,properName
2,11185,התפיל,verb
2,11199,ליבה,participle:noun
2,11208,אורגן,noun
2,11217,בררן,adjective
2,11226,השתכללות,noun
2,11231,יסעור,noun
2,1125,הדאיג,participle:noun
2,11264,כוער,participle:noun
2,11276,זוקק,verb
2,11311,קאן,properName
2,11318,הסתבכות,noun
2,11349,"תמ""ס",noun
2,11385,משמש,participle:noun
2,11394,נאגר,participle:noun
2,11394,נאגר,verb
2,11422,התייעץ,participle:verb
2,11444,הופרש,participle:verb
2,1146,חסה,participle:adjective
2,11495,לירן,properName
2,11516,נשק,participle:noun
2,11524,כייר,verb
2,11551,נשקף,participle:adjective
2,11553,הסתמך,participle:noun
2,11555,הימן,properName
2,11601,הורש,verb
2,1162,נשף,participle:verb
2,1162,נשף,verb
2,11633,תועבה,noun
2,11665,מילנר,properName
2,11669,עמל,participle:verb
2,11676,פדהצור,properName
2,1169,התחרט,participle:noun
2,11719,נשדד,participle:noun
2,1172,ריגה,properName
2,11741,השתמט,participle:verb
2,11751,לומברדיה,properName
2,11766,עיכס,verb
2,11767,הורך,participle:noun
2,11784,בישר,participle:adjective
2,11786,נבחן,noun
2,11799,כפף,participle:noun
2,117,נעזב,participle:noun
2,11838,אוגד,participle:adjective
2,11838,אוגד,verb
2,1183,הואשם,participle:adjective
2,11840,קלקר,noun
2,11842,התבודדות,noun
2,11847,ביטח,participle:verb
2,11852,הרזיה,noun
2,11887,נצלה,verb
2,11907,צינן,verb
2,11962,הוחש,participle:noun
2,11983,זים,noun
2,12002,חבירה,noun
2,12004,מסעדן,noun
2,1200,גזיזה,noun
2,12047,נחכר,verb
2,12064,ספיח,noun
2,12094,פיעם,participle:adjective
2,12118,צונן,adjective
2,12129,שברון,noun
2,12146,הפריח,participle:noun
2,12149,עששית,noun
2,12158,הסעיר,participle:adjective
2,12158,הסעיר,verb
2,12185,נבלם,participle:noun
2,12187,כלה,participle:verb
2,12188,גאל,participle:adjective
2,1221,קוים,participle:noun
2,1222,חרז,participle:noun
2,12238,סמכותי,adjective
2,12303,קופר,properName
2,12307,שיקע,verb
2,1231,עובד,properName
2,12323,התקומם,participle:verb
2,12333,התעצל,verb
2,12337,התגנבות,noun
2,1233,היתל,verb
2,12341,עינוג,noun
2,12370,אביהוא,properName
2,123,אוזכר,verb
2,12400,סוחרר,verb
2,12417,הוטעה,participle:verb
2,12422,אדרה,noun
2,12424,מג'אר,properName
2,12461,מורכבות,noun
2,12469,איכסן,verb
2,12487,יתום,properName
2,12489,העיק,participle:adjective
2,12489,העיק,participle:noun
2,12495,תלולית,noun
2,12507,הזיה,noun
2,12527,התלמדות,noun
2,12529,קדח,participle:verb
2,12529,קדח,verb
2,12555,בכוונה,adverb
2,12559,הרווה,verb
2,12577,הובער,verb
2,12585,תשאול,noun
2,12606,צלמת,noun
2,12611,נגבה,participle:noun
2,1262,פולש,participle:adjective
2,12633,קרירות,noun
2,12647,חרחר,participle:noun
2,12668,בירזל,verb
2,12698,אדמומית,noun
2,12699,קובץ,verb
2,1269,הופחת,participle:noun
2,12711,שאף,noun
2,12712,הזכיר,participle:adjective
2,12727,תבע,participle:adjective
2,12742,התרעם,verb
2,12743,הרעיד,verb
2,12749,הילך,participle:adjective
2,1274,הציק,participle:adjective
2,12751,הושיע,participle:verb
2,12753,עותומני,adjective
2,12767,טרטר,participle:verb
2,12772,צחור,properName
2,1277,תחבושת,noun
2,12781,רומה,participle:adjective
2,12795,התוודה,verb
2,12812,התעמלות,noun
2,12818,פרופורציונלי,adjective
2,12847,נפסד,adjective
2,12854,הכאיב,participle:adjective
2,12863,פיזם,verb
2,12870,בהילות,noun
2,12873,נחרד,participle:noun
2,12880,הכפיל,participle:adjective
2,12880,הכפיל,participle:verb
2,12934,התכווץ,participle:verb
2,12953,נרכש,participle:adjective
2,12953,נרכש,participle:verb
2,1296,שיפץ,participle:noun
2,12976,היתוך,noun
2,12983,שוסע,verb
2,1299,קינח,verb
2,13006,שקנאי,noun
2,13013,פג,participle:adjective
2,13030,הצטער,participle:noun
2,13033,נענה,participle:adjective
2,13034,גלולה,noun
2,13048,מילושביץ',properName
2,13070,לוכד,participle:noun
2,13077,הפר,participle:adjective
2,13082,טד,properName
2,13101,פזל,verb
2,13111,ברוריה,properName
2,13121,ברח,participle:adjective
2,13137,ניגף,participle:noun
2,13149,הורגל,participle:noun
2,13150,מערביות,noun
2,13157,נהיר,adjective
2,13176,חשון,properName
2,13195,כונס,participle:adjective
2,13200,התדפק,participle:verb
2,13208,קופנהאגן,properName
2,13223,הרפה,participle:verb
2,13232,מאס,participle:noun
2,13242,ייחוס,noun
2,13249,החטיף,verb
2,13252,בגסות,adverb
2,13257,התבטא,participle:adjective
2,1325,קציבה,noun
2,13270,קירטע,participle:verb
2,1327,תארוך,noun
2,13281,מבוך,noun
2,13286,התגייר,participle:verb
2,13292,יילד,participle:adjective
2,13293,מרשעת,noun
2,13301,קיא,noun
2,13319,התרכז,participle:adjective
2,13322,נלכד,participle:noun
2,13324,פואר,verb
2,13331,לש,participle:verb
2,13332,הובע,participle:noun
2,13332,הובע,participle:verb
2,13333,דעך,participle:verb
2,13335,עירבל,participle:noun
2,13349,הול,noun
2,13362,שורק,properName
2,13365,מערבולת,noun
2,13381,חפף,participle:adjective
2,13381,חפף,participle:verb
2,13385,הסתעף,participle:verb
2,13417,הוקצה,participle:noun
2,13424,התבגר,verb
2,13425,שיכוך,noun
2,13437,התקהל,verb
2,13438,הרזה,verb
2,13448,אספרסו,noun
2,13465,נחמני,properName
2,13492,סווג,participle:verb
2,1355,ביטל,participle:noun
2,13562,צרחה,noun
2,13563,שכשוך,noun
2,13570,קומקום,noun
2,13593,ניצר,participle:adjective
2,13595,וירטואוז,adjective
2,13601,הלהבה,noun
2,13612,החטאה,noun
2,13615,זריזות,noun
2,13620,קרנף,noun
2,13635,תחם,participle:verb
2,1363,התייצב,participle:noun
2,13677,עיכב,participle:adjective
2,13681,דימה,participle:adjective
2,13700,מלפפון,noun
2,13710,פול,noun
2,13715,אורולוג,noun
2,13729,הקאה,noun
2,13750,עמעם,verb
2,13761,רחיפה,noun
2,13762,נחטף,participle:adjective
2,13764,איפול,noun
2,13809,הטעים,participle:adjective
2,13810,סובול,properName
2,13868,נוהל,participle:adjective
2,1389,קיצר,participle:noun
2,13902,צייתן,adjective
2,13915,זיגמן,properName
2,1391,התנפלות,noun
2,13923,ארקיע,properName
2,13934,קם,participle:adjective
2,13937,ברדלס,noun
2,13953,יפעה,noun
2,13959,קצב,participle:noun
2,13978,ביקר,participle:adjective
2,14016,עליצות,noun
2,14039,בכתב,adverb
2,14059,שייט,participle:adjective
2,14076,מרפק,noun
2,14079,בדל,noun
2,14091,צבעוני,noun
2,14123,חמנייה,noun
2,1412,סלובודן,properName
2,14131,מגלשה,noun
2,14137,אווה,properName
2,1413,ההין,verb
2,14147,התחשב,participle:adjective
2,14147,התחשב,participle:noun
2,14177,אריזונה,properName
2,14189,נבקע,verb
2,14194,עלי,noun
2,14210,משקוף,noun
2,14218,ג'ירפה,noun
2,14220,נזירה,noun
2,14221,ארסנל,noun
2,14225,קישר,participle:adjective
2,14229,בוטן,noun
2,1425,התכתשות,noun
2,14298,עוטר,participle:noun
2,14298,עוטר,verb
2,14301,בניון,properName
2,14304,אורתופד,noun
2,14310,פרם,participle:noun
2,14314,חדווה,noun
2,14325,בוסם,verb
2,14346,עיטוף,noun
2,14350,התייתם,verb
2,14351,כרמית,properName
2,14353,ייהד,verb
2,1435,כיתת,participle:verb
2,14369,הומחש,verb
2,1437,למפרע,adverb
2,14407,הוקטן,participle:verb
2,14418,שכח,participle:adjective
2,14419,ספונטניות,noun
2,1442,התמשך,verb
2,14432,שדף,verb
2,14438,יוסר,participle:adjective
2,14454,הכרית,participle:verb
2,14456,נחקק,participle:noun
2,14470,תיזמן,verb
2,14488,מרט,participle:noun
2,14488,מרט,verb
2,14492,ערם,participle:adjective
2,14497,ערפול,noun
2,14501,מוקד,verb
2,14546,הובהק,participle:verb
2,14550,הוחיה,participle:adjective
2,14555,גילוף,noun
2,14569,סיבי,adjective
2,14573,סולת,noun
2,14577,שרר,participle:adjective
2,14585,הצטמק,verb
2,14591,התחקות,noun
2,14593,דהר,participle:noun
2,14595,סילביה,properName
2,14605,מוצב,noun
2,14613,צבת,noun
2,14633,טרק,participle:verb
2,14637,נשאב,participle:adjective
2,14641,הוברח,participle:adjective
2,14644,ניזון,verb
2,14667,מלכיאל,properName
2,14674,אמד,participle:verb
2,14692,חרדל,noun
2,14699,הלקה,verb
2,14702,הידמה,verb
2,14717,דרך,participle:adjective
2,14717,דרך,participle:noun
2,14717,דרך,participle:verb
2,14723,הואט,verb
2,14727,ברודי,properName
2,14747,אצר,verb
2,14757,חניתה,properName
2,14759,חשדנות,noun
2,14763,הושבת,participle:adjective
2,14780,חייט,verb
2,14808,למד,participle:adjective
2,14811,אסלם,verb
2,14814,שומר,participle:adjective
2,14814,שומר,participle:verb
2,14816,צרבת,noun
2,14826,גילה,properName
2,14860,עתליה,properName
2,14874,המריא,participle:adjective
2,14879,נקשר,participle:verb
2,14915,התאגד,participle:verb
2,14925,נגסאקי,properName
2,14927,לילה,properName
2,1492,פחס,participle:adjective
2,14931,אילף,participle:verb
2,14937,ארנב,noun
2,14947,עייל,participle:verb
2,1494,בחישה,noun
2,14955,ניכס,participle:noun
2,14961,נדירה,noun
2,14964,עקב,participle:adjective
2,15000,קיעקע,participle:verb
2,15007,אינדיאני,adjective
2,15017,שימח,participle:adjective
2,15017,שימח,participle:noun
2,15058,הטעין,verb
2,15060,הסיט,participle:verb
2,1506,חריקה,noun
2,15074,נואש,participle:verb
2,15082,ניגר,participle:adjective
2,15086,רומם,participle:adjective
2,15091,שמינית,numeral
2,15101,לווה,participle:verb
2,15102,הוצל,participle:adjective
2,15103,הוגזם,participle:verb
2,15113,כלא,properName
2,15114,אורמת,properName
2,15121,שפת,participle:verb
2,15126,נדמה,participle:verb
2,15129,אימץ,participle:adjective
2,15140,ביקורתיות,noun
2,15156,התנדב,participle:adjective
2,15183,נוצל,participle:adjective
2,15192,יזהר,properName
2,15195,כרע,verb
2,15214,ביצר,participle:adjective
2,15249,מפוכח,adjective
2,15273,מימש,participle:noun
2,15278,גיבון,noun
2,15285,נהגה,participle:adjective
2,15289,תיאם,participle:adjective
2,15294,התקפל,participle:noun
2,15329,יבש,verb
2,15348,אוריאנה,properName
2,15376,רתם,participle:adjective
2,15379,רמץ,noun
2,1537,פרוגרמה,noun
2,15413,סחרר,participle:adjective
2,15434,סימר,participle:verb
2,15443,התבגרות,noun
2,15485,חירותה,properName
2,15490,הקיא,participle:verb
2,15502,טרד,participle:adjective
2,15502,טרד,participle:verb
2,15512,וסט,noun
2,15525,צביאל,properName
2,15527,התקצרות,noun
